Order ID,Sales Group,Shipping Point,Payment Terms,Incoterms,Sales Org,Distr Channel,Company Code,Currency,Item Category,Product,Customer ID,Customer Country,Recipient ID,Recipient Country,Bill-to ID,Bill-to Country,Payer ID,Payer Country
0002385269/10,SG480,SP1800,PT33,CFR,S1800,DC10,TR20,EUR,TAN,1761854167,1565561690,ES,1565561690,ES,1565561690,ES,1565561690,ES
0002106193/30,SG388,SP0001,PT01,DDP,S0010,DC10,D011,EUR,TAN,383660609,3649162621,DE,3649162621,DE,3649162621,DE,3649162621,DE
0002333602/92,SG323,SP0001,PT32,DDP,S0010,DC10,D011,USD,TAN,277123186,3356660324,IE,9400966563,DE,744697549,IE,744697549,IE
0002120526/30,SG767,SP0001,PTC6,DDP,S0010,DC10,D011,EUR,TAN,1340294590,1863411171,DE,1863411171,DE,9927335532,DE,9927335532,DE
0002117532/10,SG250,SP0001,PT33,DDP,S0010,DC10,D011,EUR,TAN,9055717735,6373368920,BE,6373368920,BE,9198940849,NL,9198940849,NL
0002167645/40,SG388,SP0001,PT232,DDP,S0010,DC10,D011,EUR,TAN,6874852182,7383893395,DE,7383893395,DE,7383893395,DE,7383893395,DE
0002067850/20,SG991,SP0001,PT232,DDP,S0010,DC10,D011,EUR,TAN,193435504,1839639769,DE,1839639769,DE,1839639769,DE,1839639769,DE
0002218189/10,SG828,SP0001,PT32,DAP,S0010,DC10,D011,USD,TAN,2267360204,348726596,US,348726596,US,348726596,US,348726596,US
0002123253/10,SG269,SP2200,PT33,FCA,S2200,DC10,D300,EUR,TAN,1510034152,2577866841,FI,5996781933,FI,2577866841,FI,2577866841,FI
0002106333/10,SG219,SP0700,PT32,DAP,S0700,DC10,PL10,EUR,TAN,1193280451,3775792943,PL,2071576259,PL,3775792943,PL,3775792943,PL
0002261698/10,SG322,SP0001,PT105,DDP,S0010,DC10,D011,EUR,TAN,381890430,5826684651,DE,5826684651,DE,5826684651,DE,5826684651,DE
0002245954/10,SG420,SP0001,PT32,DDP,S0010,DC10,D011,EUR,TAN,6202772736,3789496947,DE,5490664916,DE,3789496947,DE,3789496947,DE
0002326366/40,SG301,SP4200,PT01,DDP,S4200,DC10,DK20,EUR,TAN,6071277849,1821794068,DE,1821794068,DE,1821794068,DE,1821794068,DE
0002126925/10,SG706,SP1300,PT03,FCA,S1300,DC60,D015,EUR,TAN,4526570258,7808146436,NO,8837590450,NO,7808146436,NO,7808146436,NO
0002235484/10,SG706,SP2200,PT32,DDP,S2200,DC10,D300,EUR,TAN,8456739744,9920968985,DK,4425684716,DK,9920968985,DK,9920968985,DK
0002412595/20,SG130,SP2000,PT32,EXW,S2000,DC10,PL20,EUR,ZTCH,6905520369,5842412165,NL,2421896693,NL,5842412165,NL,5842412165,NL
0002068489/20,SG588,SP0001,PT202,DDP,S0010,DC10,D011,EUR,TAN,7596267889,8814114057,DE,8814114057,DE,8814114057,DE,8814114057,DE
0002445464/10,SG991,SP1300,PT128,DDP,S1300,DC10,D015,EUR,TAN,147585248,2861235243,DE,1145540589,DE,2861235243,DE,2861235243,DE
0002272692/20,SG789,SP1300,PT32,FCA,S1300,DC10,D015,EUR,ZTCH,9975432669,851548071,PL,6297747236,PL,851548071,PL,851548071,PL
0002408147/80,SG250,SP0001,PT03,DDP,S0010,DC10,D011,EUR,ZTCH,5612756618,7834456259,NL,911460134,NL,7834456259,NL,7834456259,NL
0002190724/20,SG588,SP0001,PT102,DDP,S0010,DC10,D011,EUR,TAN,2383446328,3080563060,DE,3080563060,DE,3080563060,DE,3080563060,DE
0002038816/10,SG205,SP0001,PT03,DDP,S0010,DC10,D011,EUR,TAN,458410436,3645619228,DE,4414037004,DE,3645619228,DE,3645619228,DE
0002290498/10,SG789,SP0300,PT32,DDP,S0300,DC90,NL30,EUR,TAN,253836193,851548071,PL,5845767105,PL,851548071,PL,851548071,PL
0002054427/122,SG323,SP0001,PT32,CIP,S0010,DC10,D011,USD,TAN,8861314614,3356660324,IE,9011248866,DE,744697549,IE,744697549,IE
0002368913/10,SG323,SP0001,PT32,DAP,S0010,DC10,D011,USD,TAP,7654144237,1223020718,IE,1691429460,TR,744697549,IE,744697549,IE
0002254562/20,SG322,SP0001,PT232,DDP,S0010,DC10,D011,EUR,TAN,4964050683,1547188062,DE,7255904373,DE,1547188062,DE,1547188062,DE
0002155181/40,SG419,SP0001,PT10,DDP,S0010,DC10,D011,EUR,TAN,2987614898,9480873163,DE,1755611496,DE,9480873163,DE,9480873163,DE
0002321044/40,SG250,SP0301,PT32,DDP,S0300,DC10,NL30,EUR,ZTCH,9344213232,8899164173,NL,1678542847,NL,8899164173,NL,8899164173,NL
0002044910/10,SG420,SP0001,PT232,DDP,S0010,DC10,D011,EUR,TAN,3964354376,1754951958,DE,1754951958,DE,1754951958,DE,1754951958,DE
0002443769/10,SG419,SP1302,PT238,DDP,S1300,DC10,D015,EUR,TAN,7409564757,6003661923,DE,3084763466,DE,6003661923,DE,6003661923,DE
0002022892/30,SGRJ,SP0001,PT32,DDP,S0010,DC10,D011,EUR,TAN,634005528,360370169,GB,360370169,GB,360370169,GB,360370169,GB
0002199880/30,SG301,SP0300,PT00,DDP,S0300,DC90,NL30,EUR,TAN,8834821375,9044453791,DE,9044453791,DE,9044453791,DE,9044453791,DE
0002291823/10,SG159,SP4200,PTF7,FCA,S4200,DC10,DK20,DKK,TAN,8067764143,8216533608,DK,451092358,DK,8216533608,DK,8216533608,DK
0002127113/10,SGR53,SP0001,PT32,FCA,S0010,DC10,D011,EUR,TAN,7400381813,2656773467,KZ,2656773467,KZ,2656773467,KZ,2656773467,KZ
0002197482/10,SG486,SP0700,PT33,DAP,S0700,DC10,PL10,EUR,TAN,7228475195,5830915004,PL,5830915004,PL,5830915004,PL,5830915004,PL
0002128687/10,SG303,SP2200,PT03,DDP,S2200,DC10,D300,EUR,TAN,296816000,3401636466,DE,4699722523,DE,4699722523,DE,4699722523,DE
0002024249/10,SG767,SP0301,PT03,DDP,S0300,DC10,NL30,EUR,TAN,9185728377,9917254824,DE,9563271302,DE,9563271302,DE,9563271302,DE
0002188067/120,SG487,SP0001,PT33,DDP,S0010,DC10,D011,GBP,ZTCH,1605449598,1111588979,GB,1111588979,GB,1111588979,GB,1111588979,GB
0002079565/30,SG789,SP0001,PT33,DAP,S0010,DC10,D011,EUR,TAN,5194788446,4150938890,PL,4150938890,PL,4150938890,PL,4150938890,PL
0002208621/20,SG421,SP0001,PT26,DDP,S0010,DC10,D011,EUR,TAN,762146297,37884309,DE,9576385180,DE,37884309,DE,37884309,DE
0002376049/71,SG323,SP0001,PT32,DAP,S0010,DC10,D011,USD,TAN,9247673854,3356660324,IE,9011248866,DE,744697549,IE,744697549,IE
0002388561/30,SG301,SP0300,PT26,DDP,S0300,DC90,NL30,EUR,TAN,8265534915,6667163616,DE,6667163616,DE,4753725613,DE,4753725613,DE
0002388284/10,SG828,SP1250,PT32,FCA,S1250,DC10,TR10,USD,TAN,2974298943,1531223687,US,1531223687,US,1531223687,US,1531223687,US
0001985170/40,SG801,SP0300,PT03,DDP,S0300,DC10,NL30,EUR,TAN,7227035769,9434460629,CZ,3785838709,CZ,9434460629,CZ,9434460629,CZ
0002281277/20,SG130,SP2000,PT32,DDP,S2000,DC10,PL20,EUR,ZTCH,6905520369,5842412165,NL,2421896693,NL,5842412165,NL,5842412165,NL
0002350255/80,SG436,SP0001,PT03,DDP,S0010,DC10,D011,EUR,TAN,6043960135,3078518136,DE,8708984665,DE,9946326346,DE,9946326346,DE
0002118268/10,SG789,SP0001,PT33,DAP,S0010,DC10,D011,EUR,TAN,2476981437,4150938890,PL,5974139190,PL,4150938890,PL,4150938890,PL
0002104162/20,SG266,SP0300,PT32,FCA,S0300,DC10,NL30,EUR,TAN,8357330667,9339024510,FR,7874768412,CY,9339024510,FR,9339024510,FR
0002240130/30,SG250,SP0001,PTF7,DDP,S0010,DC10,D011,EUR,TAN,549817193,2298745536,BE,2298745536,BE,2298745536,BE,2298745536,BE
0002328417/60,SGR53,SP0001,PT32,FCA,S0010,DC10,D011,EUR,TAN,7141350605,3614421788,GE,3614421788,GE,3614421788,GE,3614421788,GE
0002164690/10,SG789,SP2070,PT32,FCA,S2000,DC10,PL20,PLN,TAN,25849615,851548071,PL,9283435091,PL,851548071,PL,851548071,PL
0002048852/10,SGAG,SP0001,PTF7,DDP,S0010,DC10,D011,GBP,TAN,6436513216,6813934950,GB,3015358633,GB,7725676239,GB,6813934950,GB
0002081572/10,SG419,SP0001,PT42,DDP,S0010,DC10,D011,EUR,TAN,1716639498,9856149772,DE,9856149772,DE,414947059,DE,414947059,DE
0002291093/10,SG502,SP0700,PT03,DAP,S0700,DC10,PL10,PLN,TAN,398609731,7205726717,PL,4912901640,PL,7205726717,PL,7205726717,PL
0002200977/10,SG210,SP1300,PT112,DDP,S1300,DC10,D015,EUR,TAN,668817753,6790674167,DE,6790674167,DE,6790674167,DE,6790674167,DE
0002273134/10,SG421,SP0001,PTE5,DDP,S0010,DC10,D011,EUR,TAN,5840062016,5505529792,DE,5505529792,DE,5505529792,DE,5505529792,DE
0002448643/30,SG301,SP0301,PT33,DDP,S0300,DC10,NL30,EUR,TAN,8165570012,8383348969,DE,5429586126,DE,5429586126,DE,5429586126,DE
0002356319/30,SG502,SP0700,PT32,DAP,S0700,DC10,PL10,PLN,TAN,3209378921,7310045933,PL,970308236,PL,7310045933,PL,7310045933,PL
0002291640/10,SG706,SP2200,PT32,DDP,S2200,DC10,D300,EUR,TAN,2366869075,9920968985,DK,176029194,DK,9920968985,DK,9920968985,DK
0002026427/180,SG420,SP0001,PTB9,DDP,S0010,DC10,D011,EUR,ZTCH,4998844212,510256366,DE,7638248229,DE,510256366,DE,510256366,DE
0002274918/14,SG323,SP0001,PT32,CFR,S0010,DC10,D011,USD,TAN,7444835621,1223020718,IE,1691429460,TR,744697549,IE,744697549,IE
0002036412/10,SG301,SP0301,PT33,DDP,S0300,DC10,NL30,EUR,TAN,2900791961,8383348969,DE,8383348969,DE,8383348969,DE,8383348969,DE
0002442086/80,SGRJ,SP0400,PT32,DDP,S0400,DC10,UK10,EUR,TAN,9398043881,360370169,GB,360370169,GB,360370169,GB,360370169,GB
0002062479/10,SG789,SP0001,PT32,FCA,S0010,DC10,D011,EUR,TAN,9096845246,851548071,PL,851548071,PL,851548071,PL,851548071,PL
0002226935/80,SGRJ,SP0001,PT32,DDP,S0010,DC10,D011,EUR,ZTCH,3549836109,360370169,GB,360370169,GB,360370169,GB,360370169,GB
0002433229/10,SG796,SP5900,PT32,DAP,S5900,DC10,D060,EUR,TAN,8931055360,3862024362,PL,3862024362,PL,3862024362,PL,3862024362,PL
0002278826/20,SG209,SP0001,PT112,DDP,S0010,DC10,D011,EUR,TAN,8527794407,8307972766,DE,8307972766,DE,8307972766,DE,8307972766,DE
0002344675/92,SG323,SP0001,PT32,DAP,S0010,DC10,D011,USD,TAN,277123186,3356660324,IE,5915880634,DE,744697549,IE,744697549,IE
0002399929/10,SG991,SP0001,PT128,DDP,S0010,DC10,D011,EUR,TAN,1231996175,2861235243,DE,1145540589,DE,2861235243,DE,2861235243,DE
0002125165/92,SG323,SP0001,PT32,DAP,S0010,DC10,D011,USD,TAN,277123186,3356660324,IE,5915880634,DE,744697549,IE,744697549,IE
0002141347/10,SG421,SP0001,PT200,DDP,S0010,DC10,D011,EUR,TAN,2933361123,7163955198,DE,7163955198,DE,7163955198,DE,7163955198,DE
0002109518/10,SG502,SP0700,PT33,DAP,S0700,DC10,PL10,EUR,TAN,8205134545,212677443,PL,212677443,PL,212677443,PL,212677443,PL
0002098470/10,SG706,SP1302,PT33,DDP,S1300,DC10,D015,EUR,TAN,2720217318,5613770852,DK,5613770852,DK,5613770852,DK,5613770852,DK
0002106250/10,SG301,SP0301,PT33,DDP,S0300,DC10,NL30,EUR,TAN,9052851095,8383348969,DE,8383348969,DE,8383348969,DE,8383348969,DE
0002116194/50,SG427,SP0001,PT32,FCA,S0010,DC10,D011,EUR,TAN,3930162261,3014747865,RS,3014747865,RS,3014747865,RS,3014747865,RS
0002050246/40,SG250,SP0001,PT33,DDP,S0010,DC10,D011,EUR,ZTCH,9055717735,6373368920,BE,6373368920,BE,9198940849,NL,9198940849,NL
0002374198/20,SG130,SP2000,PT32,EXW,S2000,DC10,PL20,EUR,ZTCH,6905520369,5842412165,NL,2421896693,NL,5842412165,NL,5842412165,NL
0002291152/10,SG419,SP1300,PT122,DDP,S1300,DC10,D015,EUR,TAN,7314290452,3197732197,DE,3197732197,DE,2630271418,DE,3197732197,DE
0002403828/20,SG323,SP0001,PT32,DAP,S0010,DC10,D011,USD,TAP,7791415768,1223020718,IE,1691429460,TR,744697549,IE,744697549,IE
0002240110/30,SG487,SP0001,PT42,DDP,S0010,DC10,D011,GBP,TAN,6789719680,3020869730,GB,3020869730,GB,3020869730,GB,3020869730,GB
0002295057/10,SG388,SP0001,PT01,DDP,S0010,DC10,D011,EUR,TAN,7039805952,258992167,DE,258992167,DE,258992167,DE,258992167,DE
0002226473/70,SG789,SP0001,PT32,FCA,S0010,DC10,D011,EUR,TAN,4601316045,851548071,PL,851548071,PL,851548071,PL,851548071,PL
0002428490/30,SG205,SP0001,PT128,DDP,S0010,DC10,D011,EUR,TAN,7596267889,3482378074,DE,3482378074,DE,3482378074,DE,3482378074,DE
0002340088/10,SG548,SP0400,PT33,CIP,S0400,DC10,UK10,GBP,TAN,1605449598,659139242,GB,8111357091,GB,659139242,GB,659139242,GB
0002119724/10,SG388,SP0001,PT01,DDP,S0010,DC10,D011,EUR,TAN,8465179910,258992167,DE,258992167,DE,258992167,DE,258992167,DE
0002213652/20,SG464,SP0300,PT33,DDP,S0300,DC10,NL30,EUR,TAN,452400425,9163308947,AT,9254811839,AT,9163308947,AT,9163308947,AT
0002240307/90,SG323,SP0001,PT32,CIP,S0010,DC10,D011,USD,TAP,5194894697,3356660324,IE,5986044775,DE,744697549,IE,744697549,IE
0002128304/21,SG323,SP0001,PT32,DDP,S0010,DC10,D011,USD,TAN,6189463567,3356660324,IE,9918308259,DE,744697549,IE,744697549,IE
0002341729/30,SG436,SP0001,PTC7,DDP,S0010,DC10,D011,EUR,TAN,5936511096,1916933160,DE,904656310,DE,1916933160,DE,1916933160,DE
0002299886/20,SG159,SP4200,PT03,DDP,S4200,DC10,DK20,EUR,TAN,5355163730,1880154886,SE,9573077422,SE,1880154886,SE,1880154886,SE
0002440969/10,SG209,SP0001,PT112,DDP,S0010,DC10,D011,EUR,TAN,4537989538,4693977958,DE,4693977958,DE,4693977958,DE,4693977958,DE
0002346246/350,SG828,SP1601,PT32,EXW,S1600,DC10,NL80,USD,TAN,1588991062,348726596,US,7014835726,US,348726596,US,348726596,US
0002293816/90,SG421,SP0001,PTD1,FCA,S0010,DC10,D011,EUR,ZTCH,5833513901,7249511030,DE,8600759740,RS,7249511030,DE,7249511030,DE
0002454044/10,SG705,SP1250,PT32,EXW,S1250,DC10,TR10,TRY,TAN,8895093012,2430427909,TR,2430427909,TR,2430427909,TR,2430427909,TR
0002037164/20,SG419,SP0001,PT42,DDP,S0010,DC10,D011,EUR,ZTCH,1716639498,9856149772,DE,9856149772,DE,414947059,DE,414947059,DE
0002035844/20,SG250,SP0001,PT03,DDP,S0010,DC10,D011,EUR,ZTCH,5847251143,7834456259,NL,8292888822,NL,7834456259,NL,7834456259,NL
0002315835/250,SG206,SP4200,PT03,DDP,S4200,DC10,DK20,EUR,TAN,6007068766,9621870585,IE,9621870585,IE,9621870585,IE,9621870585,IE
0002165497/20,SG219,SP0700,PT32,DAP,S0700,DC10,PL10,EUR,TAN,518223515,3775792943,PL,2071576259,PL,3775792943,PL,3775792943,PL
0002135451/40,SGRJ,SP0001,PT33,CIP,S0010,DC10,D011,GBP,TAN,2806320710,360370169,GB,3859164832,GB,659139242,GB,659139242,GB
0002449625/120,SG767,SP0001,PTB9,DDP,S0010,DC10,D011,EUR,TAN,4315885958,2232016445,DE,2232016445,DE,2982543313,DE,2982543313,DE
0002372568/10,SG548,SP2000,PT33,FCA,S2000,DC10,PL20,EUR,TAN,6469620306,659139242,GB,3859164832,GB,31412347,NL,31412347,NL
0002057002/40,SG789,SP0001,PT32,FCA,S0010,DC10,D011,EUR,TAN,2862871854,851548071,PL,851548071,PL,851548071,PL,851548071,PL
0002018731/13,SG323,SP0001,PT32,CFR,S0010,DC10,D011,USD,TAN,8203350193,1223020718,IE,1691429460,TR,744697549,IE,744697549,IE
0002343776/20,SG706,SP0001,PT32,FCA,S0010,DC10,D011,EUR,TAS,395344429,6072148412,DK,6072148412,DK,6072148412,DK,6072148412,DK
0002061995/10,SG789,SP0001,PT32,FCA,S0010,DC10,D011,EUR,TAN,3334818309,851548071,PL,851548071,PL,851548071,PL,851548071,PL
0002399373/10,SG487,SP0001,PT03,DDP,S0010,DC10,D011,GBP,TAN,1011264434,4213704023,GB,4213704023,GB,4213704023,GB,4213704023,GB
0002122480/30,SG436,SP0001,PT03,DDP,S0010,DC10,D011,EUR,TAN,8942019013,4317364148,DE,4317364148,DE,9946326346,DE,9946326346,DE
0002242596/20,SG323,SP0001,PT32,CIP,S0010,DC10,D011,USD,TAP,7319240740,3356660324,IE,9011248866,DE,744697549,IE,744697549,IE
0002300014/20,SG487,SP0001,PT33,DDP,S0010,DC10,D011,GBP,ZTCH,3236243242,1111588979,GB,1111588979,GB,1111588979,GB,1111588979,GB
0002129035/10,SG588,SP0001,PT01,DDP,S0010,DC10,D011,EUR,TAN,6927194437,1872566129,DE,7142898124,DE,1872566129,DE,1872566129,DE
0002028277/120,SG341,SP4200,PTF7,FCA,S4200,DC10,DK20,DKK,TAN,5368946926,6730549452,DK,6730549452,DK,6730549452,DK,6730549452,DK
0002409003/20,SG421,SP0001,PT27,DDP,S0010,DC10,D011,EUR,TAN,5475373356,4546317404,DE,4546317404,DE,4546317404,DE,4546317404,DE
0002240535/20,SG205,SP1300,PT03,DDP,S1300,DC10,D015,EUR,ZTCH,1483178479,3038212124,DE,3038212124,DE,3038212124,DE,3038212124,DE
0002152109/10,SG237,SP4200,PT32,CPT,S4200,DC10,DK20,EUR,TAN,7753796495,3185141286,DE,8725904350,DE,3185141286,DE,3185141286,DE
0002091777/10,SG588,SP0001,PT128,DDP,S0010,DC10,D011,EUR,TAN,2356260337,5615734269,DE,5615734269,DE,5615734269,DE,5615734269,DE
0002293284/20,SG767,SP0001,PTB9,DDP,S0010,DC10,D011,EUR,TAN,1019974619,2232016445,DE,2232016445,DE,2982543313,DE,2982543313,DE
0002441753/10,SG464,SP0300,PT70,DDP,S0300,DC10,NL30,EUR,TAN,1709780669,9163308947,AT,349921395,FR,7785159690,FR,7785159690,FR
0002392783/10,SG767,SP0301,PT03,DAP,S0300,DC10,NL30,EUR,TAS,3944325757,9917254824,DE,4776990046,DE,9563271302,DE,9563271302,DE
0002160844/10,SG130,SP2000,PT32,DDP,S2000,DC10,PL20,EUR,TAN,6905520369,9648256678,GB,2421896693,NL,9648256678,GB,9648256678,GB
0002339260/10,SG132,SP1300,PT00,DDP,S1300,DC10,D015,EUR,TAN,6803215503,8682177386,DE,8682177386,DE,8682177386,DE,8682177386,DE
0002218078/50,SG212,SP2000,PT33,FCA,S2000,DC10,PL20,USD,TAN,7086414045,1531223687,US,3423383959,US,1531223687,US,1531223687,US
0002161711/110,SG421,SP0001,PTD1,DDP,S0010,DC10,D011,EUR,TAN,6156948555,5506299787,DE,615476128,DE,5506299787,DE,5506299787,DE
0002436604/31,SG323,SP0001,PT32,DAP,S0010,DC10,D011,USD,TAN,9512801440,3356660324,IE,9011248866,DE,744697549,IE,744697549,IE
0002451873/20,SG464,SP0001,PT01,CIP,S0010,DC10,D011,EUR,ZTCH,6808435360,3295022546,AT,3295022546,AT,3295022546,AT,3295022546,AT
0002336940/30,SG250,SP0300,PT32,DDP,S0300,DC10,NL30,EUR,TAN,685202947,8899164173,NL,7534317414,NL,8899164173,NL,8899164173,NL
0002228580/70,SG301,SP0300,PT03,DDP,S0300,DC10,NL30,EUR,TAN,3445307726,5429586126,DE,5429586126,DE,5429586126,DE,5429586126,DE
0002193213/10,SG323,SP0001,PT32,FCA,S0010,DC10,D011,USD,TAN,3133740930,1223020718,IE,37670097,RO,744697549,IE,744697549,IE
0002036891/10,SG269,SP0300,PT03,DDP,S0300,DC10,NL30,EUR,TAN,9050765027,5333617529,FI,2792931888,FI,5333617529,FI,5333617529,FI
0002361150/20,SG548,SP2000,PT33,FCA,S2000,DC10,PL20,EUR,TAN,9871373831,9987472792,GB,825367724,GB,31412347,NL,31412347,NL
0002014233/10,SG789,SP0001,PT32,FCA,S0010,DC10,D011,EUR,TAN,2035732643,851548071,PL,2381827745,PL,851548071,PL,851548071,PL
0002134846/10,SG991,SP0001,PT232,DDP,S0010,DC10,D011,EUR,TAN,6619643608,6439039135,DE,6439039135,DE,6439039135,DE,6439039135,DE
0002173242/10,SG250,SP0001,PT33,DDP,S0010,DC10,D011,EUR,TAN,5316873213,1678542847,NL,1678542847,NL,9198940849,NL,9198940849,NL
0001989754/10,SG421,SP2200,PT00,DDP,S2200,DC10,D300,EUR,TAN,3350101966,7465831082,DE,7465831082,DE,7465831082,DE,7465831082,DE
0002385927/20,SG436,SP0001,PT02,DDP,S0010,DC10,D011,EUR,ZTCH,381890430,7937702320,DE,9187857564,DE,7937702320,DE,7937702320,DE
0002211734/40,SG206,SP0400,PT95,DAP,S0400,DC10,UK10,GBP,TAN,1531003686,6120609152,GB,3272487965,GB,6120609152,GB,6120609152,GB
0002458210/113,SG323,SP0001,PT32,DAP,S0010,DC10,D011,USD,TAN,8787456579,3356660324,IE,3632479880,DE,744697549,IE,744697549,IE
0002394501/40,SG420,SP0001,PTB9,DDP,S0010,DC10,D011,EUR,ZTCH,6023153536,510256366,DE,7638248229,DE,510256366,DE,510256366,DE
0002043645/50,SG323,SP0001,PT32,CIP,S0010,DC10,D011,USD,TAP,5035898196,3356660324,IE,5975022201,DE,744697549,IE,744697549,IE
0002239686/10,SG991,SP1300,PT112,DDP,S1300,DC10,D015,EUR,TAN,668817753,1867085220,DE,1867085220,DE,1298421685,DE,1298421685,DE
0002002700/60,SG341,SP4200,PT32,DDP,S4200,DC10,DK20,EUR,TAN,200034320,4578244322,FI,3111843354,FI,4578244322,FI,4578244322,FI
0002280949/20,SG588,SP0001,PT112,DDP,S0010,DC10,D011,EUR,TAN,7455875170,6129475986,DE,6129475986,DE,6129475986,DE,6129475986,DE
0002454021/10,SGAG,SP0001,PT03,DDP,S0010,DC10,D011,GBP,TAN,6225012724,8983522791,GB,8983522791,GB,8983522791,GB,8983522791,GB
0002407874/10,SG205,SP1300,PT03,DDP,S1300,DC10,D015,EUR,TAN,3690352933,3038212124,DE,3038212124,DE,3038212124,DE,3038212124,DE
0002269895/10,SG706,SP0301,PT95,FCA,S0300,DC10,NL30,EUR,TAN,3489950523,5011604975,SE,5165579637,AT,5011604975,SE,5011604975,SE
0002043697/10,SG548,SP0001,PT26,CIP,S0010,DC10,D011,EUR,TAN,1272566366,387007695,DE,4923868544,DE,4422385601,DE,4422385601,DE
0002267676/60,SG577,SP2000,PT32,FCA,S2000,DC10,PL20,EUR,TAN,6469620306,9987472792,GB,825367724,GB,31412347,NL,31412347,NL
0002133349/70,SGRJ,SP0001,PT33,CIP,S0010,DC10,D011,GBP,ZTCH,5616558727,360370169,GB,3859164832,GB,659139242,GB,659139242,GB
0002167783/10,SG486,SP0700,PT33,DAP,S0700,DC10,PL10,EUR,TAN,5586665835,617011377,PL,198278955,PL,617011377,PL,617011377,PL
0002365758/30,SG421,SP0001,PTE5,DDP,S0010,DC10,D011,EUR,TAN,6639789926,1001205270,DE,1001205270,DE,9816893266,DE,9816893266,DE
0002005931/20,SG301,SP2000,PT32,DDP,S2000,DC10,PL20,EUR,ZTCH,2314319471,6702425931,DE,6691241916,DE,6702425931,DE,6702425931,DE
0002386845/10,SG464,SP0001,PT01,CIP,S0010,DC10,D011,EUR,TAN,7921176146,3295022546,AT,3295022546,AT,3295022546,AT,3295022546,AT
0002408401/40,SG705,SP0001,PT32,FCA,S0010,DC10,D011,EUR,TAN,4094696430,4742731422,TR,4742731422,TR,4742731422,TR,4742731422,TR
0002157308/20,SG301,SP0300,PT00,DDP,S0300,DC90,NL30,EUR,TAN,6569108817,9044453791,DE,9044453791,DE,9044453791,DE,9044453791,DE
0002009395/10,SG209,SP0001,PT232,DDP,S0010,DC10,D011,EUR,TAN,3687228759,2394229854,DE,2394229854,DE,2394229854,DE,2394229854,DE
0002444684/20,SG322,SP0001,PT232,DDP,S0010,DC10,D011,EUR,TAN,144920289,1547188062,DE,7911722896,DE,1547188062,DE,1547188062,DE
0002457048/10,SG480,SP2000,PT32,DDP,S2000,DC10,PL20,EUR,TAN,2612386507,8610831516,ES,9200560019,NL,8610831516,ES,8610831516,ES
0002411191/10,SG219,SP0300,PT33,DDP,S0300,DC10,NL30,EUR,TAN,7418247416,6944138175,PL,6944138175,PL,6944138175,PL,6944138175,PL
0002367574/60,SG132,SP0001,PT27,DDP,S0010,DC10,D011,EUR,TAN,4519246120,8682177386,DE,8682177386,DE,8682177386,DE,8682177386,DE
0002381502/80,SG436,SP0001,PT202,DDP,S0010,DC10,D011,EUR,TAN,3582853625,3981905109,DE,7194679962,DE,3981905109,DE,3981905109,DE
0002277533/40,SG322,SP0001,PT232,FCA,S0010,DC10,D011,EUR,TAN,4533463595,3522375511,DE,1064240760,DE,3522375511,DE,3522375511,DE
0002082642/20,SG548,SP0001,PT27,DDP,S0010,DC10,D011,EUR,TAN,8298971786,9242056019,DE,9242056019,DE,6242601060,DE,6242601060,DE
0002095345/10,SG301,SP0001,PT26,DDP,S0010,DC10,D011,EUR,TAN,3618618083,6667163616,DE,6667163616,DE,4753725613,DE,4753725613,DE
0002128874/30,SG789,SP0001,PT33,DAP,S0010,DC10,D011,EUR,TAN,5194788446,4150938890,PL,5974139190,PL,4150938890,PL,4150938890,PL
0002223950/10,SG130,SP0300,PT70,FCA,S0300,DC10,NL30,EUR,TAN,32055018,9339024510,FR,2913511912,NL,9339024510,FR,9339024510,FR
0002205342/90,SG205,SP0001,PT221,DDP,S0010,DC10,D011,EUR,TAN,3462957244,6649535660,DE,6649535660,DE,6649535660,DE,6649535660,DE
0002345775/30,SG209,SP0001,PT01,DDP,S0010,DC10,D011,EUR,TAN,4900810219,6903298737,DE,6903298737,DE,6903298737,DE,6903298737,DE
0002239882/100,SGRJ,SP0001,PT32,DDP,S0010,DC10,D011,EUR,ZTCH,9735727036,360370169,GB,360370169,GB,360370169,GB,360370169,GB
0002412259/50,SG577,SP4200,PT95,DDP,S4200,DC10,DK20,GBP,TAN,1531003686,6120609152,GB,3272487965,GB,6120609152,GB,6120609152,GB
0002245928/20,SG759,SP0301,PT32,DDP,S0300,DC10,NL30,USD,ZTCH,687650384,2543536280,FR,5400063214,FR,2543536280,FR,2543536280,FR
0002097606/10,SG250,SP0300,PT70,DDP,S0300,DC10,NL30,EUR,TAN,7555455570,8349353204,NL,8349353204,NL,8349353204,NL,8349353204,NL
0002441817/10,SG344,SP0300,PT32,FCA,S0300,DC10,NL30,EUR,TAN,5727916275,3775792943,PL,3775792943,PL,3775792943,PL,3775792943,PL
0002105081/10,SG269,SP0001,PT95,DDP,S0010,DC10,D011,EUR,TAN,871145672,6547780845,FI,1133831483,FI,6547780845,FI,6547780845,FI
0002161962/10,SG130,SP2000,PT32,DDP,S2000,DC10,PL20,EUR,TAN,6905520369,9648256678,GB,2421896693,NL,9648256678,GB,9648256678,GB
0002126599/10,SG210,SP0301,PT122,DDP,S0300,DC10,NL30,EUR,TAN,6809291658,9325525443,DE,9325525443,DE,9325525443,DE,9325525443,DE
